date,exporter,import_quantity_actual,import_quantity_pred,unit_price_actual,unit_price_pred
2021-03-01,US,7120110.0,5259340.0,502.85629084375057,486.6733358177097
2021-04-01,US,2152670.0,7120110.0,528.8730534635923,502.85629084375057
2021-05-01,US,244595.0,2152670.0,621.1799055556279,528.8730534635923
2021-06-01,US,54805.7,244595.0,597.1778847711611,621.1799055556279
2021-07-01,US,42276.9,54805.7,613.6008079917495,597.1778847711611
2021-08-01,US,17575.8,42276.9,646.0009785815723,613.6008079917495
2021-09-01,US,169439.0,17575.8,585.3156062029088,646.0009785815723
2021-10-01,US,774261.0,169439.0,588.4416985995828,585.3156062029088
2021-11-01,US,3318570.0,774261.0,597.1116164490738,588.4416985995828
2021-12-01,US,5801130.0,3318570.0,599.4554671244051,597.1116164490738
2022-01-01,US,6192075.0,5801130.0,601.5068409215648,599.4554671244051
2022-02-01,US,3186315.91,6192075.0,607.2357969675998,601.5068409215648
2022-03-01,US,2838643.8,3186315.91,619.8139213519429,607.2357969675998
2022-04-01,US,1626787.23,2838643.8,643.4525847607966,619.8139213519429
2022-05-01,US,1732683.98,1626787.23,698.1796143802875,643.4525847607966
2022-06-01,US,772985.67,1732683.98,755.4387560628963,698.1796143802875
2022-07-01,US,381567.54,772985.67,749.4413675734853,755.4387560628963
2022-08-01,US,288027.93,381567.54,719.2389953268795,749.4413675734853
2022-09-01,US,1153320.739,288027.93,720.7065856805677,719.2389953268795
2022-10-01,US,772787.001,1153320.739,686.2346290932419,720.7065856805677
2022-11-01,US,3288285.46,772787.001,672.5478711934358,686.2346290932419
2022-12-01,US,5568056.298,3288285.46,666.0924190604032,672.5478711934358
2023-01-01,US,4605600.0,5568056.298,670.7077596837174,666.0924190604032
2023-02-01,US,5632410.489,4605600.0,675.4427949506157,670.7077596837174
2023-03-01,US,4687733.77,5632410.489,665.8172804039881,675.4427949506157
2023-04-01,US,1761656.101,4687733.77,665.5170446342038,665.8172804039881
2023-05-01,US,938061.14,1761656.101,646.9457502517938,665.5170446342038
2023-06-01,US,527823.293,938061.14,640.3035797803636,646.9457502517938
2023-07-01,US,142149.666,527823.293,631.4319655128037,640.3035797803636
2023-08-01,US,120072.92,142149.666,628.5558142449726,631.4319655128037
2023-09-01,US,133692.46,120072.92,623.5547838627283,628.5558142449726
2023-10-01,US,228254.0,133692.46,593.9502571670422,623.5547838627283
2023-11-01,US,2292910.0,228254.0,583.6763771798354,593.9502571670422
2023-12-01,US,3849030.0,2292910.0,577.1974357174205,583.6763771798354
2024-01-01,US,3325980.0,3849030.0,575.7288275934985,577.1974357174205
2024-02-01,US,1631120.0,3325980.0,567.32007945426,575.7288275934985
2024-03-01,US,2179490.0,1631120.0,574.525418331548,567.32007945426
2024-04-01,US,2445730.0,2179490.0,579.6256168912433,574.525418331548
2024-05-01,US,1265580.0,2445730.0,572.9128146774025,579.6256168912433
2024-06-01,US,1309230.0,1265580.0,569.0815479323197,572.9128146774025
2024-07-01,US,475392.0,1309230.0,571.882271892308,569.0815479323197
2024-08-01,US,202383.0,475392.0,566.7322057654708,571.882271892308
2024-09-01,US,1711510.0,202383.0,567.6698021042426,566.7322057654708
2024-10-01,US,541434.0,1711510.0,507.42863026609444,567.6698021042426
2024-11-01,US,2791270.0,541434.0,517.1445822150788,507.42863026609444
2024-12-01,US,4255030.0,2791270.0,466.23332902459765,517.1445822150788
2025-01-01,US,9130000.0,4255030.0,460.0219058049879,466.23332902459765
2025-02-01,US,4490000.0,9130000.0,456.57015590190275,460.0219058049879
2025-03-01,US,2440000.0,4490000.0,454.91803278669886,456.57015590190275
2025-04-01,US,1370000.0,2440000.0,456.2043795617108,454.91803278669886
2025-05-01,US,1630000.0,1370000.0,457.055214723646,456.2043795617108
2025-06-01,US,1580000.0,1630000.0,455.69620253135713,457.055214723646
2025-07-01,US,420000.0,1580000.0,457.1428571417687,455.69620253135713
2025-08-01,US,230000.0,420000.0,456.5217391284499,457.1428571417687
2025-09-01,US,0.0,230000.0,0.0,456.5217391284499
2025-10-01,US,0.0,0.0,0.0,0.0
