loss,mae,mape,val_loss,val_mae,val_mape,learning_rate
0.6187300682067871,0.6327399015426636,1327818.875,0.2841719388961792,0.405069500207901,97.60469055175781,0.0010000000474974513
0.4221956729888916,0.5163270235061646,1241307.875,0.27074840664863586,0.39426442980766296,96.88692474365234,0.0010000000474974513
0.3270498812198639,0.4448917806148529,1468913.375,0.2570417821407318,0.38289520144462585,97.55814361572266,0.0010000000474974513
0.2581498920917511,0.39696943759918213,1096379.0,0.23914669454097748,0.36785992980003357,99.34513092041016,0.0010000000474974513
0.2196580171585083,0.36261558532714844,1513699.625,0.22144077718257904,0.35318487882614136,101.90362548828125,0.0010000000474974513
0.19088555872440338,0.3364301025867462,1354826.0,0.2030159831047058,0.33763912320137024,103.03128814697266,0.0010000000474974513
0.1591753214597702,0.3063810467720032,1124119.75,0.18177267909049988,0.3184308707714081,101.19380950927734,0.0010000000474974513
0.1427730917930603,0.2903851568698883,1168543.25,0.16164162755012512,0.29987552762031555,101.81156158447266,0.0010000000474974513
0.12760114669799805,0.274303138256073,1214256.5,0.1465025693178177,0.2862826883792877,102.1034927368164,0.0010000000474974513
0.1104176864027977,0.2539655566215515,982856.0625,0.13173715770244598,0.2720063328742981,101.49718475341797,0.0010000000474974513
0.10623351484537125,0.24675264954566956,1200261.125,0.12215682119131088,0.26197323203086853,101.19975280761719,0.0010000000474974513
0.0945620909333229,0.23423665761947632,1300355.0,0.10762941092252731,0.24533198773860931,100.34766387939453,0.0010000000474974513
0.0832953006029129,0.21858695149421692,993028.0,0.09732989221811295,0.23320697247982025,101.33443450927734,0.0010000000474974513
0.08054355531930923,0.2119833081960678,1327089.625,0.09226112812757492,0.2272561490535736,101.86087799072266,0.0010000000474974513
0.07518485933542252,0.20607632398605347,1025550.625,0.08688966184854507,0.22087614238262177,102.29138946533203,0.0010000000474974513
0.06888497620820999,0.19463294744491577,1298548.25,0.08059791475534439,0.2123946249485016,101.35357666015625,0.0010000000474974513
0.06538945436477661,0.18951667845249176,1070076.0,0.07533102482557297,0.2051166594028473,101.7103271484375,0.0010000000474974513
0.06375421583652496,0.18524250388145447,1040177.5,0.07288160175085068,0.2015829086303711,100.42536926269531,0.0010000000474974513
0.05953364074230194,0.17877955734729767,1146768.75,0.06622891873121262,0.19111613929271698,96.24964904785156,0.0010000000474974513
0.06126417592167854,0.18001297116279602,1038791.0,0.05917559936642647,0.1806381344795227,94.48076629638672,0.0010000000474974513
