episode,us_return,jp_return,us_fiscal_revenue,us_employment_gain,us_consumer_surplus,us_domestic_firm_profit,jp_sales_retention,jp_relocation_cost,jp_firm_profit
39,71.64599560877983,409.64626759290695,0.017310694349392374,0.08694522041196576,-0.008655347174696187,0.0695561763295726,0.8031286332756281,0.2910707987844944,0.5120578344911337
40,72.17088627363616,407.4941089749336,0.01505438410170053,0.08746762216070214,-0.007527192050850265,0.06997409772856172,0.8050266597419977,0.2956590235233307,0.5093676362186671
41,71.94465994605115,409.47903230786324,0.01555670780031541,0.08721986569478818,-0.007778353900157706,0.06977589255583054,0.8053289169445634,0.2934801265597343,0.511848790384829
42,72.18915969437306,405.06344348192215,0.015604911336398889,0.08751605306229449,-0.007802455668199444,0.07001284244983559,0.8024153020232916,0.2960859976708889,0.5063293043524028
43,71.8499775260135,403.7608268857002,0.017873133653637574,0.08721743133672957,-0.008936566826818787,0.06977394506938366,0.7981576170772314,0.2934565834701061,0.5047010336071254
44,72.22060482072443,406.9585430622101,0.014883357878678217,0.08751915761523024,-0.007441678939339108,0.0700153260921842,0.8048093289136886,0.29611115008592603,0.5086981788277627
45,72.40741374803254,397.931509912014,0.016582774285361444,0.08782539028779687,-0.008291387142680722,0.0702603122302375,0.7962102767080068,0.29879588931798934,0.4974143873900176
46,72.2507886370553,408.1057861447335,0.014354958003915024,0.08753003240049506,-0.007177479001957512,0.07002402592039605,0.8063392851501705,0.29620705246925355,0.5101322326809168
47,72.31671545862659,405.95624178647995,0.014605020237787012,0.0876212935915121,-0.007302510118893506,0.0700970348732097,0.8044527795165779,0.2970074772834778,0.5074453022330999
48,72.4301947882366,399.95182663202286,0.01584319428619932,0.0878172146150055,-0.00792159714309966,0.0702537716920044,0.7986639682203532,0.29872418493032454,0.4999397832900287
49,72.39843528171471,404.78118032217026,0.014576674361003296,0.0877181517501861,-0.007288337180501648,0.07017452140014889,0.8038327444344758,0.2978562690317631,0.505976475402713
50,72.25230723558857,398.9062413573265,0.017166635345666488,0.0876670344343933,-0.008583317672833246,0.07013362754751465,0.7960409585386514,0.2974081568419933,0.4986328016966582
51,72.03509643876932,405.1732587814331,0.01654482740433559,0.0873760691525754,-0.008272413702167795,0.06990085532206032,0.8013049751520157,0.2948384016752243,0.5064665734767914
52,72.2517765588737,402.2720670700073,0.01614638532322979,0.08761734611995539,-0.008073192661614895,0.07009387689596432,0.7998137719929218,0.29697368815541264,0.5028400838375091
53,72.33638519631054,397.865050137043,0.016999123113393674,0.08776003620294026,-0.008499561556696837,0.07020802896235222,0.7955543469637631,0.2982230342924595,0.4973313126713038
54,72.40702077041117,401.3072156906128,0.015571197165170785,0.08777628444353125,-0.007785598582585393,0.070221027554825,0.8000001072883607,0.2983660876750946,0.501634019613266
55,72.34634774093351,396.4724314212799,0.017350173394730405,0.08778888783259944,-0.008675086697365202,0.07023111026607956,0.7940668746829033,0.29847633540630336,0.4955905392765999
56,72.40677553635376,405.42169630527496,0.014339318743454597,0.08771676476693743,-0.007169659371727298,0.07017341181354995,0.8046220548450947,0.29784493446350097,0.5067771203815937
57,72.41790406828572,396.77001029253006,0.01686671076954281,0.08785164963830219,-0.008433355384771406,0.07028131971064176,0.7949884574860334,0.2990259446203709,0.49596251286566256
58,72.39920160980002,397.6395133137703,0.01671287577784493,0.08782177480879064,-0.008356437888922465,0.07025741984703252,0.7958136331290008,0.2987642414867878,0.49704939164221296
59,72.38332507903579,400.5611580610275,0.015903669831031836,0.08776378830802531,-0.007951834915515918,0.07021103064642024,0.798957584798336,0.29825613722205163,0.5007014475762844
60,72.39584338117491,399.3480196595192,0.01621743353571181,0.08779391913774445,-0.008108716767855906,0.07023513531019557,0.7977054174989462,0.2985203929245472,0.49918502457439895
61,72.16555728915563,399.23861265182495,0.017552447961756975,0.0875813163553196,-0.008776223980878487,0.07006505308425567,0.7957035310566424,0.2966552652418613,0.4990482658147811
62,72.44997805146616,399.2806336283684,0.015950280170818155,0.0878461409354554,-0.007975140085409078,0.07027691274836433,0.7980784971266984,0.298977705091238,0.4991007920354604
63,72.21736038533591,406.41633599996567,0.015117001062724166,0.087526490898852,-0.007558500531362083,0.07002119271908161,0.8041954021900892,0.2961749821901321,0.5080204199999571
64,72.30788682357806,397.1136984229088,0.01738537022818617,0.08774435292392488,-0.008692685114093084,0.07019548233913991,0.7944784451276063,0.2980863220989704,0.496392123028636
65,72.51089737557535,402.7672269940376,0.014572553307544386,0.08785312440850615,-0.007286276653772193,0.07028249952680492,0.802497835084796,0.2990388013422489,0.5034590337425471
66,72.3146532395777,397.1296149492264,0.01732343673924301,0.0877495080638791,-0.008661718369621506,0.07019960645110328,0.794542170315981,0.2981301516294479,0.49641201868653295
67,72.35141904912595,399.16145414114,0.016516880419154875,0.08775492099265883,-0.008258440209577438,0.07020393679412706,0.7971308548003435,0.2981790371239185,0.498951817676425
68,72.31351090554026,400.52101731300354,0.01634043645507569,0.08770087543719143,-0.008170218227537844,0.07016070034975315,0.7983551308512687,0.2977038592100144,0.5006512716412544
69,72.3624013058261,401.5812060236931,0.0157355980364451,0.08773055916740854,-0.00786779901822255,0.07018444733392684,0.7999410953372718,0.2979645878076553,0.5019765075296164
70,72.38083356779991,397.64533907175064,0.01680720851766935,0.087804233063109,-0.008403604258834674,0.07024338645048721,0.7956668626517057,0.2986101888120174,0.4970566738396883
71,72.28105272758405,399.71960455179214,0.016753533630220432,0.08768172364518373,-0.008376766815110216,0.07014537891614699,0.7971861939877272,0.297536688297987,0.4996495056897402
72,72.356851791433,399.12765085697174,0.016506111290677,0.0877609329844472,-0.0082530556453385,0.07020874638755777,0.7971403829753398,0.2982308194041252,0.49890956357121474
73,72.40449957311264,399.5453730225563,0.01610891431915197,0.08779910594456578,-0.008054457159575985,0.07023928475565262,0.7979975547641515,0.2985658384859562,0.4994317162781954
74,72.41277485431104,397.9135128855705,0.016554707515515774,0.08783048456121595,-0.008277353757757887,0.07026438764897276,0.7962324257940054,0.29884053468704225,0.4973918911069632
75,72.45215107446019,396.58865451812744,0.016730373286984127,0.08788625721867735,-0.008365186643492064,0.07030900577494188,0.7950646758079529,0.29932885766029355,0.4957358181476593
76,72.52464098463903,399.67229902744293,0.015422661652374665,0.08791051376290146,-0.007711330826187333,0.07032841101032117,0.7991314724087715,0.29954109862446787,0.49959037378430365
77,72.4236487769455,399.60407108068466,0.015990930999383913,0.08781644953956835,-0.007995465499691956,0.0702531596316547,0.7982228253036738,0.2987177364528179,0.4995050888508558
78,72.44480165478778,398.23832780122757,0.01627724945758533,0.08785563898208076,-0.008138624728792666,0.07028451118566462,0.796858723089099,0.29906081333756446,0.4977979097515346
79,72.4747684147812,401.1341384053231,0.01525833392217139,0.0878426703986395,-0.007629166961085695,0.0702741363189116,0.8003650423139335,0.29894736930727955,0.5014176730066539
80,72.34100609634665,399.1860970854759,0.0165677383667769,0.08774485051805014,-0.00828386918338845,0.07019588041444011,0.7970731791108847,0.29809055775403975,0.49898262135684496
81,72.3783768557364,395.72484999895096,0.017397292950862557,0.08782964972809004,-0.008698646475431279,0.07026371978247203,0.7934892546385526,0.298833192139864,0.49465606249868876
82,72.44515046130344,399.95507284998894,0.01578511011158297,0.08783239767520043,-0.007892555055791485,0.07026591814016035,0.798801159672439,0.29885731860995296,0.4999438410624861
83,72.53688206195397,404.4686686992645,0.013909350487243404,0.08785247125173523,-0.006954675243621702,0.07028197700138819,0.8046189017593861,0.2990330658853054,0.5055858358740807
84,72.35808444074685,403.2526335120201,0.015279768220339754,0.08770345573264476,-0.007639884110169876,0.07016276458611581,0.8017908785492182,0.297725086659193,0.5040657918900251
85,72.39463597372497,397.3427104949951,0.01682337674269824,0.08782159981181839,-0.00841168837134912,0.0702572798494547,0.7954412683844566,0.2987628802657127,0.496678388118744
86,72.26018969895131,398.7317898869515,0.017173511139801766,0.08767683911603771,-0.008586755569900883,0.07014147129283017,0.7959072541445493,0.29749251678586003,0.4984147373586894
87,72.45748686830608,400.54218232631683,0.01550883924414681,0.08783394283422108,-0.007754419622073405,0.07026715426737687,0.7995485536754132,0.2988708257675171,0.500677727907896
88,72.26332710702506,397.03539311885834,0.017663661000898803,0.08770417493637142,-0.008831830500449401,0.07016333994909714,0.7940256871283053,0.29773144572973254,0.496294241398573
89,72.50553974061135,399.95611906051636,0.015448971158946646,0.0878888204170303,-0.007724485579473323,0.07031105633362425,0.7992964141070842,0.29935126528143885,0.4999451488256454
90,72.47936613252604,401.9015210866928,0.015008177482836133,0.08783616974980707,-0.007504088741418065,0.07026893579984567,0.8012673296034336,0.29889042824506756,0.502376901358366
91,72.47366200175986,402.2461833059788,0.014939653565447119,0.08782601940430018,-0.007469826782723559,0.07026081552344016,0.8016092153266072,0.29880148619413377,0.5028077291324734
92,72.43409118661195,401.9174799323082,0.015249344523044975,0.08779334731674729,-0.007624672261522488,0.07023467785339783,0.8009121399372817,0.29851529002189636,0.5023968499153852
93,72.40996326402535,401.8067869544029,0.015423461960922178,0.08777271844045942,-0.007711730980461089,0.07021817475236754,0.8005930777639151,0.2983345940709114,0.5022584836930036
94,72.4299268003751,398.7367758154869,0.016221050957299317,0.08783505870032099,-0.008110525478649658,0.0702680469602568,0.7973010357469321,0.29888006597757344,0.4984209697693586
95,72.40524971238058,403.07666182518005,0.015043404988036423,0.08774878114411302,-0.007521702494018212,0.07019902491529043,0.8019709743559361,0.29812514707446097,0.503845827281475
96,72.39057293756169,397.0216652750969,0.016944423315602565,0.08782253590166561,-0.008472211657801283,0.0702580287213325,0.7950481694191694,0.29877108782529826,0.4962770815938711
97,72.30779335784435,399.11445409059525,0.016784715131965233,0.08771536293644586,-0.008392357565982616,0.07017229034915667,0.7967245440930129,0.29783147647976876,0.49889306761324403
98,72.4762262756557,398.044311106205,0.016163365170411264,0.08788793375297133,-0.008081682585205632,0.07031034700237707,0.796898864582181,0.2993434756994247,0.49755538888275624
99,72.4162692067011,402.07847714424133,0.015313322583769877,0.08777500253612008,-0.0076566612918849385,0.07022000202889607,0.8009527668356894,0.2983546704053879,0.5025980964303016
100,72.36090732909857,399.857422709465,0.01627890918742932,0.08775488425071604,-0.00813945459371466,0.07020390740057283,0.7979998454451561,0.2981780670583248,0.4998217783868314
101,72.39830443989813,394.9813935160637,0.01750294456860773,0.08785868055606064,-0.008751472284303865,0.07028694444484851,0.7928141672164202,0.2990874253213405,0.4937267418950797
102,72.48266798833421,398.76834571361536,0.01592095828698635,0.0878840220190068,-0.007960479143493175,0.07030721761520543,0.7977696985006333,0.29930926635861393,0.49846043214201924
103,72.4018225734554,398.1269094347954,0.01656161807375294,0.08781765300048741,-0.00828080903687647,0.07025412240038993,0.7963866863399743,0.29872804954648013,0.4976586367934942
104,72.48003994889083,397.91546255350113,0.016183401574376997,0.08789348078349268,-0.008091700787188499,0.07031478462679415,0.7967863876372576,0.2993920594453811,0.49739432819187646
105,72.16072459884823,399.23236817121506,0.017573847256910694,0.08757653664558251,-0.008786923628455347,0.07006122931646601,0.7956535208970308,0.296613060683012,0.4990404602140188
106,72.52647558537039,401.29926174879074,0.014931341050339112,0.08788909762906727,-0.007465670525169556,0.07031127810325381,0.8009776961058377,0.29935361891984935,0.5016240771859884
107,72.46901398742558,397.8185361623764,0.016272439594867565,0.08788450910002438,-0.008136219797433782,0.0703076072800195,0.7965865917503834,0.2993134215474129,0.4972731702029705
108,72.39067110032993,402.67813950777054,0.015265289279815145,0.08774192628788766,-0.007632644639907572,0.07019354103031013,0.8014127064496279,0.2980650320649147,0.5033476743847132
109,72.29043928559241,399.4647350907326,0.016773244149200076,0.08769395318697165,-0.008386622074600038,0.07015516254957732,0.7969739098101853,0.2976429909467697,0.49933091886341574
110,72.3124712191863,397.65128821134573,0.017201816801008747,0.08774103833080127,-0.008600908400504374,0.070192830664641,0.7951198730617761,0.29805576279759405,0.49706411026418207
111,72.52132558627811,400.55084228515625,0.015177495641713496,0.08789474208166664,-0.007588747820856748,0.07031579366533332,0.8000916384160519,0.2994030855596065,0.5006885528564454
112,72.36916858769891,396.8488350510597,0.017114616929821778,0.087804991904918,-0.008557308464910889,0.07024399352393441,0.794678447768092,0.29861740395426745,0.49606104381382465
113,72.50332983648993,400.5167689919472,0.015290829149207406,0.08787856130103153,-0.007645414574603703,0.07030284904082522,0.7999074440449477,0.29926148280501363,0.5006459612399339
114,72.41995697232392,396.4522507786751,0.016948941442806988,0.08785807046879349,-0.008474470721403494,0.07028645637503479,0.7946474146097899,0.299082101136446,0.4955653134733438
115,72.39254538596771,398.82832467556,0.016397026644008446,0.08779858948525004,-0.008198513322004223,0.07023887158820004,0.7970967695116996,0.29856136366724967,0.49853540584445005
116,72.4686500328477,401.22970312833786,0.015243843658646318,0.08783461992691532,-0.007621921829323159,0.07026769594153227,0.8004138823598622,0.29887675344944,0.5015371289104222
117,72.39903195548641,401.0121828317642,0.015699162483634677,0.08777283468128821,-0.007849581241817338,0.07021826774503058,0.7995988950133324,0.2983336664736271,0.5012652285397053
118,72.44021392904104,395.9628176689148,0.016980432884281187,0.08788393178414938,-0.008490216442140593,0.0703071454273195,0.7942620173096656,0.29930849522352215,0.49495352208614357
119,72.4516715895611,399.1541293263436,0.01597777257675359,0.08784949818825871,-0.007988886288376794,0.07027959855060698,0.7979497279971839,0.29900706633925433,0.49894266165792944
120,72.49348158870096,400.0849761068821,0.015460335900170132,0.08787487382777376,-0.007730167950085066,0.070299899062219,0.7993354158475996,0.2992291957139969,0.5001062201336026
121,72.46186647236495,402.64606922864914,0.014893401143431179,0.08780961841118051,-0.0074467005717155895,0.07024769472894442,0.8019651968032121,0.29865761026740073,0.5033075865358114
122,72.45935072033238,402.22874343395233,0.015033279151408202,0.08781331957498642,-0.007516639575704101,0.07025065565998914,0.8014761216938495,0.29869019240140915,0.5027859292924405
123,72.40121038213572,400.3764361143112,0.015876030050669957,0.08778395623096455,-0.007938015025334979,0.07022716498477165,0.7989031404256821,0.29843259528279303,0.500470545142889
124,72.45782433688949,398.1702972948551,0.01623799699999531,0.0878694041068381,-0.008118998499997655,0.0702955232854705,0.7968940669670701,0.29918119534850124,0.497712871618569
125,72.48444717588495,404.34941321611404,0.014181416784431326,0.08780252866257476,-0.007090708392215663,0.07024202293005982,0.8040323171764612,0.29859555065631865,0.5054367665201426
126,72.45207272533914,404.9967089295387,0.014263937279926676,0.08776758439487525,-0.007131968639963338,0.07021406751590019,0.8045347485691309,0.2982888624072075,0.5062458861619235
127,72.43798944101208,396.41014218330383,0.016863770222710486,0.08787564933884676,-0.008431885111355243,0.0703005194710774,0.7947486571967602,0.29923597946763036,0.4955126777291298
128,72.33663257911746,401.5392133593559,0.01591743674207406,0.08770832938557743,-0.00795871837103703,0.07016666350846196,0.7996916007250547,0.29776758402585984,0.501924016699195
129,72.45743139653145,403.11646699905396,0.014729048564225343,0.08779638622488037,-0.007364524282112672,0.0702371089799043,0.8024371057748795,0.298541522026062,0.5038955837488175
130,72.37598240866583,401.69602304697037,0.015646313262643895,0.0877425900711197,-0.007823156631321947,0.07019407205689576,0.8001899626106023,0.2980699338018894,0.502120028808713
131,72.36256367265656,398.7391111254692,0.01660305483326891,0.08777245897354244,-0.008301527416634456,0.07021796717883395,0.7967559862881899,0.2983320973813534,0.49842388890683653
132,72.46108865787448,398.2294261455536,0.016195103980669798,0.08787126540516979,-0.008097551990334899,0.07029701232413584,0.7969843573868274,0.29919757470488545,0.49778678268194204
133,72.4271752285213,396.9209262728691,0.01677053152543772,0.08785816885761877,-0.00838526576271886,0.07028653508609502,0.795234139636159,0.29908298179507253,0.4961511578410864
134,72.39840087934095,396.77040219306946,0.01697761561572189,0.08783354026919452,-0.008488807807860946,0.07026683221535561,0.7948302924633025,0.29886728972196575,0.49596300274133687
135,72.52259609581584,402.90552645921707,0.01447433169985525,0.08786246317765631,-0.007237165849927625,0.07028997054212505,0.8027524139732122,0.29912050589919087,0.5036319080740214
136,72.38683561768082,396.26027941703796,0.017193818295961658,0.08783003407394144,-0.008596909147980829,0.07026402725915315,0.7941619634628296,0.2988366141915321,0.4953253492712975
137,72.47031390144282,407.4360679090023,0.013431953826748251,0.08774950968090475,-0.006715976913374126,0.07019960774472381,0.8074249682947994,0.29812988340854646,0.5092950848862529
138,72.47478228995628,399.71455723047256,0.01568850842428558,0.0878633685419804,-0.00784425421214279,0.07029069483358433,0.7987713936716319,0.2991281971335411,0.49964319653809075
139,72.286469722005,399.0931585431099,0.016913510223098387,0.08769592563813575,-0.008456755111549193,0.0701567405105086,0.7965287555009126,0.29766230732202525,0.4988664481788874
140,72.46040195546911,401.55269980430603,0.015219753842231775,0.08782354820812305,-0.007609876921115887,0.07025883856649844,0.800720576941967,0.29877970218658445,0.5019408747553825
141,72.4676660880758,398.5587340593338,0.0160632864393256,0.08787283358852022,-0.0080316432196628,0.07029826687081618,0.7974097788333893,0.299211361259222,0.4981984175741672
142,72.48609760952267,399.9714404344559,0.015545640794083071,0.08787010004962259,-0.007772820397041536,0.07029608003969808,0.7991516381502152,0.29918733760714533,0.49996430054306984
143,72.41398253521628,400.22773891687393,0.015862091488910896,0.08779863725333259,-0.007931045744455448,0.07023890980266607,0.7988463189452887,0.2985616452991962,0.5002846736460925
144,72.45308923158699,398.4470444917679,0.01617206534449211,0.0878605430833734,-0.008086032672246056,0.07028843446669872,0.7971623867750168,0.2991035811603069,0.4980588056147099
145,72.48904301770199,403.14087718725204,0.014541928307068283,0.08782538479565472,-0.0072709641535341415,0.07026030783652377,0.8027219902724028,0.2987958937883377,0.5039260964840651
146,72.26052522741016,399.0086159110069,0.017098703422318142,0.08767364587055634,-0.008549351711159071,0.07013891669644509,0.7962255660444497,0.2974647961556911,0.4987607698887586
147,72.30657157266836,400.70093989372253,0.016305991642328776,0.08769087889226143,-0.008152995821164388,0.07015270311380915,0.7984930075705052,0.297616832703352,0.5008761748671532
148,72.4513361012557,398.6043167114258,0.016145933980420323,0.08785717963999101,-0.008072966990210161,0.07028574371199282,0.7973295778036118,0.29907418191432955,0.49825539588928225
149,72.54413972930043,402.0431488752365,0.014614614451661736,0.08789510133096981,-0.007307307225830868,0.07031608106477585,0.8019601464271546,0.2994062103331089,0.5025539360940456
150,72.43706037704757,403.7158253788948,0.014676728943013556,0.08776938646005783,-0.007338364471506778,0.07021550916804627,0.8029502023011446,0.29830542057752607,0.5046447817236186
151,72.56813153613864,412.1519599854946,0.011456065800933996,0.08777208433674999,-0.005728032900466998,0.0702176674694,0.8135192086920143,0.29832925871014593,0.5151899499818683
152,72.1146188401462,406.30573898553854,0.015742649317846594,0.08743308270776451,-0.007871324658923297,0.06994646616621161,0.8032302666455506,0.2953480929136276,0.5078821737319231
153,72.3857952840612,397.8124952316284,0.016723447597385248,0.08780616969706323,-0.008361723798692624,0.07024493575765059,0.7958933606743812,0.29862774163484573,0.4972656190395355
154,72.46596825637364,402.59286135435104,0.014873698797528364,0.08781360121186874,-0.007436849398764182,0.07025088096949499,0.8019338037818672,0.2986927270889282,0.5032410766929388
155,72.45476210479157,405.07112115621567,0.014196956271924957,0.0877675965813324,-0.007098478135962478,0.07021407726506593,0.8046286266297102,0.2982897251844406,0.5063389014452697
156,72.53961705063996,406.2478855252266,0.01338710073137,0.08783065033641196,-0.006693550365685,0.07026452026912958,0.806651909276843,0.29884205237030986,0.5078098569065332
157,72.31611506489084,402.04297453165054,0.01585105271827212,0.08768047737214149,-0.00792552635913606,0.0701443818977132,0.8000797245651484,0.2975260064005852,0.5025537181645632
158,72.32921030853502,399.1261598467827,0.016644977061465893,0.087734386287252,-0.008322488530732947,0.07018750902980161,0.7969060521572829,0.2979983523488045,0.4989076998084784
159,72.39833351703162,398.61486971378326,0.016428580802602784,0.0878070634004035,-0.008214290401301392,0.07024565072032281,0.796903807669878,0.2986352205276489,0.4982685871422291
160,72.50074244665191,405.65129548311234,0.013798984881478833,0.08780372817537388,-0.0068994924407394164,0.0702429825402991,0.8056700255721808,0.29860590621829036,0.5070641193538904
161,72.4794525280786,407.0239073038101,0.013461220543961453,0.08776190066086184,-0.006730610271980727,0.07020952052868948,0.8070193111896515,0.2982394270598888,0.5087798841297627
162,72.58301553300218,414.7794356942177,0.010584807890835836,0.0877480863565332,-0.005292403945417918,0.07019846908522658,0.8165932614356279,0.2981189668178558,0.5184742946177722
163,72.51502540101924,410.2473022043705,0.01233045283464081,0.08775029268558279,-0.006165226417320405,0.07020023414846624,0.8109472298994661,0.2981381021440029,0.5128091277554632
164,72.43988787022793,401.8986836075783,0.015216560045731681,0.08779873830776105,-0.0076082800228658405,0.07023899064620884,0.8009358491748572,0.2985624946653843,0.5023733545094728
165,72.34343983060538,405.0365722179413,0.014818693435600517,0.08766368698080457,-0.007409346717800258,0.07013094958464366,0.8036743231117726,0.29737860783934594,0.5062957152724266
166,72.38767585145933,404.26224678754807,0.01481600865269242,0.08771672619899884,-0.00740800432634621,0.07017338095919907,0.8031717304140329,0.2978439219295978,0.505327808484435
167,72.45769618335513,406.4340962469578,0.013747878201803352,0.08774953282623468,-0.006873939100901676,0.07019962626098775,0.8061742739751935,0.29813165366649624,0.5080426203086973
168,72.22524397827534,407.9026636481285,0.01456004929360183,0.08750918984377334,-0.007280024646800915,0.07000735187501868,0.8058997977524995,0.296021468192339,0.5098783295601605
