period,partner_desc,net_weight_tons,primary_value_usd,quantity_tons,value_usd,tariff_rate,data_quality_score
202405,Brazil,8812100.0,4180751602.0,8812100.0,4180751602.0,0.03,100
202405,USA,1265580.0,725067000.0,1265580.0,725067000.0,0.03,100
202406,Brazil,9719540.0,4620628770.0,9719540.0,4620628770.0,0.03,100
202406,USA,1309230.0,745058635.0,1309230.0,745058635.0,0.03,100
202406,Argentina,0.029,1094.0,0.029,1094.0,0.03,100
202407,Brazil,9123390.0,4406930590.0,9123390.0,4406930590.0,0.03,100
202407,USA,475392.0,271868257.0,475392.0,271868257.0,0.03,100
202407,Argentina,116150.0,58934960.0,116150.0,58934960.0,0.03,100
202408,Brazil,10237900.0,4974083010.0,10237900.0,4974083010.0,0.03,100
202408,Argentina,1291110.028,658688418.0,1291110.028,658688418.0,0.03,100
202408,USA,202383.0,114696964.0,202383.0,114696964.0,0.23,100
202409,Brazil,8444670.005,4063525093.0,8444670.005,4063525093.0,0.03,100
202409,USA,1711510.0,971572543.0,1711510.0,971572543.0,0.23,100
202409,Argentina,612746.069,309913290.0,612746.069,309913290.0,0.03,100
202410,Brazil,5533980.0,2619076760.0,5533980.0,2619076760.0,0.03,100
202410,Argentina,1362890.0,689190445.0,1362890.0,689190445.0,0.03,100
202410,USA,541434.0,274739113.0,541434.0,274739113.0,0.23,100
202411,Brazil,3939880.0,1865166721.0,3939880.0,1865166721.0,0.03,100
202411,USA,2791270.0,1443490158.0,2791270.0,1443490158.0,0.23,100
202411,Argentina,242227.0,119672397.0,242227.0,119672397.0,0.03,100
202412,USA,4255030.0,1983836802.0,4255030.0,1983836802.0,0.03,100
202412,Brazil,2935360.0,1366894512.0,2935360.0,1366894512.0,0.03,100
202412,Argentina,264306.0,125208023.0,264306.0,125208023.0,0.03,100
202501,USA,9130000.0,4200000000.0,9130000.0,4200000000.0,0.23,100
202501,Brazil,3590000.0,1650000000.0,3590000.0,1650000000.0,0.03,100
202501,Argentina,100000.0,450000000.0,100000.0,450000000.0,0.03,100
202502,USA,4490000.0,2050000000.0,4490000.0,2050000000.0,0.23,100
202502,Brazil,2440000.0,1110000000.0,2440000.0,1110000000.0,0.03,100
202503,USA,2440000.0,1110000000.0,2440000.0,1110000000.0,0.23,100
202503,Brazil,690000.0,315000000.0,690000.0,315000000.0,0.03,100
202504,USA,1370000.0,625000000.0,1370000.0,625000000.0,0.84,100
202504,Brazil,4850000.0,2210000000.0,4850000.0,2210000000.0,0.03,100
202505,USA,1630000.0,745000000.0,1630000.0,745000000.0,0.84,100
202505,Brazil,12110000.0,5520000000.0,12110000.0,5520000000.0,0.03,100
202506,USA,1580000.0,720000000.0,1580000.0,720000000.0,0.84,100
202506,Brazil,10620000.0,4840000000.0,10620000.0,4840000000.0,0.03,100
202507,USA,420000.0,192000000.0,420000.0,192000000.0,0.84,100
202507,Brazil,10390000.0,4740000000.0,10390000.0,4740000000.0,0.03,100
202507,Argentina,560000.0,256000000.0,560000.0,256000000.0,0.03,100
202508,USA,230000.0,105000000.0,230000.0,105000000.0,0.84,100
202508,Brazil,10490000.0,4790000000.0,10490000.0,4790000000.0,0.03,100
202508,Argentina,1050000.0,480000000.0,1050000.0,480000000.0,0.03,100
202509,USA,0.0,0.0,0.0,0.0,0.84,95
202509,Brazil,10960000.0,5000000000.0,10960000.0,5000000000.0,0.03,100
202509,Argentina,1170000.0,535000000.0,1170000.0,535000000.0,0.03,100
202510,USA,0.0,0.0,0.0,0.0,0.84,95
202510,Brazil,7120000.0,3250000000.0,7120000.0,3250000000.0,0.03,100
202510,Argentina,1570000.0,715000000.0,1570000.0,715000000.0,0.03,100
